id,source_schema,source_table,bronze_table,is_active,created_on,updated_on,target_partitions,pk_columns,batch_group,topic_group,tenant_group,is_modified_on_available
136,FireEvent,HazMatMobilePropertyInvolvedMakeModValue,fireevent_hazmatmobilepropertyinvolvedmakemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
137,FireEvent,HazMatMobilePropertyInvolvedPropertyInvolvedModValue,fireevent_hazmatmobilepropertyinvolvedpropertyinvolvedmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
138,FireEvent,HazMatMobilePropertyInvolvedTypeModValue,fireevent_hazmatmobilepropertyinvolvedtypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
139,FireEvent,HazMatPhysicalStateModValue,fireevent_hazmatphysicalstatemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
140,FireEvent,HazMatPopulationDensityModValue,fireevent_hazmatpopulationdensitymodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
141,FireEvent,HazMatReleasedInsideOutsideModValue,fireevent_hazmatreleasedinsideoutsidemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
142,FireEvent,HazMatReleasedIntoModValue,fireevent_hazmatreleasedintomodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
143,FireEvent,HazMatReleasedVolumeUnitsModValue,fireevent_hazmatreleasedvolumeunitsmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
144,FireEvent,HazMatReleasedWeightUnitsModValue,fireevent_hazmatreleasedweightunitsmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
145,FireEvent,HazMatReleaseFactor,fireevent_hazmatreleasefactor,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatReleaseFactorID,1,null,null,true
146,FireEvent,HazMatReleaseFactorReleaseFactorModValue,fireevent_hazmatreleasefactorreleasefactormodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatReleaseFactorID,1,null,null,true
147,FireEvent,HazMatResponsibleParty,fireevent_hazmatresponsibleparty,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatResponsiblePartyID,1,null,null,true
148,FireEvent,HazMatResponsiblePartyAddress,fireevent_hazmatresponsiblepartyaddress,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatResponsiblePartyID,1,null,null,true
149,FireEvent,HazMatResponsiblePartyAddressStreetPrefixModValue,fireevent_hazmatresponsiblepartyaddressstreetprefixmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatResponsiblePartyID,1,null,null,true
150,FireEvent,HazMatResponsiblePartyAddressStreetSuffixModValue,fireevent_hazmatresponsiblepartyaddressstreetsuffixmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatResponsiblePartyID,1,null,null,true
151,FireEvent,HazMatResponsiblePartyAddressStreetTypeModValue,fireevent_hazmatresponsiblepartyaddressstreettypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatResponsiblePartyID,1,null,null,true
152,FireEvent,HazMatResponsiblePartyTypeModValue,fireevent_hazmatresponsiblepartytypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatResponsiblePartyID,1,null,null,true
153,FireEvent,HazMatStoryOfReleaseBelowGradeModValue,fireevent_hazmatstoryofreleasebelowgrademodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
154,FireEvent,HazMatSuitPPELevelModValue,fireevent_hazmatsuitppelevelmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
155,FireEvent,HazMatTierLevelModValue,fireevent_hazmattierlevelmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
156,FireEvent,HazMatVCapacityWeightUnitsModValue,fireevent_hazmatvcapacityweightunitsmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,HazMatID,1,null,null,true
172,FireEvent,IncidentCasualty,fireevent_incidentcasualty,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
173,FireEvent,IncidentContentLossModValue,fireevent_incidentcontentlossmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
174,FireEvent,IncidentContentPreIncidentValueModValue,fireevent_incidentcontentpreincidentvaluemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
175,FireEvent,IncidentCQIScore,fireevent_incidentcqiscore,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
176,FireEvent,IncidentFileAddendum,fireevent_incidentfileaddendum,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentFileAddendumID,1,null,null,true
177,FireEvent,IncidentFileAttachment,fireevent_incidentfileattachment,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentFileAttachmentID,1,null,null,true
178,FireEvent,IncidentIgnitionPoint,fireevent_incidentignitionpoint,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
184,FireEvent,IncidentPropertyLossModValue,fireevent_incidentpropertylossmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
185,FireEvent,IncidentPropertyPreIncidentValueModValue,fireevent_incidentpropertypreincidentvaluemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
186,FireEvent,IncidentResource,fireevent_incidentresource,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
194,FireEvent,IncidentValidationAction,fireevent_incidentvalidationaction,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,"IncidentID,ValidationActionID",1,null,null,true
195,FireEvent,MakeOfPersonInvolvedVehicleModValue,fireevent_makeofpersoninvolvedvehiclemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
197,FireEvent,NarrativeOther,fireevent_narrativeother,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,NarrativeOtherID,1,null,null,true
198,FireEvent,Patient,fireevent_patient,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
199,FireEvent,PatientBodyInjury,fireevent_patientbodyinjury,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientBodyInjuryID,1,null,null,true
200,FireEvent,PatientBodyInjuryBodySiteModValue,fireevent_patientbodyinjurybodysitemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientBodyInjuryID,1,null,null,true
201,FireEvent,PatientBodyInjuryInjuryTypeModValue,fireevent_patientbodyinjuryinjurytypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientBodyInjuryID,1,null,null,true
202,FireEvent,PatientEMS,fireevent_patientems,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
203,FireEvent,PatientEMSArrestWitnessedModValue,fireevent_patientemsarrestwitnessedmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
204,FireEvent,PatientEMSCauseOfInjuryModValue,fireevent_patientemscauseofinjurymodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
205,FireEvent,PatientEMSEMSDispositionModValue,fireevent_patientemsemsdispositionmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
206,FireEvent,PatientEMSHighestLevelOfCareModValue,fireevent_patientemshighestlevelofcaremodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
207,FireEvent,PatientEMSInitialArrestRhythmModValue,fireevent_patientemsinitialarrestrhythmmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
208,FireEvent,PatientEMSInitialLevelOfProviderModValue,fireevent_patientemsinitiallevelofprovidermodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
209,FireEvent,PatientEMSOtherFactorModValue,fireevent_patientemsotherfactormodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
210,FireEvent,PatientEMSProviderImpressionModValue,fireevent_patientemsproviderimpressionmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
211,FireEvent,PatientEMSPulseOnTransferModValue,fireevent_patientemspulseontransfermodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
212,FireEvent,PatientEthnicityModValue,fireevent_patientethnicitymodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
213,FireEvent,PatientGenderModValue,fireevent_patientgendermodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
214,FireEvent,PatientHumanFactor,fireevent_patienthumanfactor,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientHumanFactorID,1,null,null,true
215,FireEvent,PatientHumanFactorHumanFactorModValue,fireevent_patienthumanfactorhumanfactormodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientHumanFactorID,1,null,null,true
216,FireEvent,PatientPatientStatusModValue,fireevent_patientpatientstatusmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
217,FireEvent,PatientPreArrivalCardiacArrest,fireevent_patientprearrivalcardiacarrest,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientPreArrivalCardiacArrestID,1,null,null,true
218,FireEvent,PatientPreArrivalCardiacArrestPreArrivalArrestModValue,fireevent_patientprearrivalcardiacarrestprearrivalarrestmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientPreArrivalCardiacArrestID,1,null,null,true
219,FireEvent,PatientProcedure,fireevent_patientprocedure,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientProcedureID,1,null,null,true
220,FireEvent,PatientProcedureProcedureNameModValue,fireevent_patientprocedureprocedurenamemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientProcedureID,1,null,null,true
221,FireEvent,PatientRaceModValue,fireevent_patientracemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientID,1,null,null,true
222,FireEvent,PatientSafetyEquipment,fireevent_patientsafetyequipment,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientSafetyEquipmentID,1,null,null,true
223,FireEvent,PatientSafetyEquipmentSafetyEquipmentModValue,fireevent_patientsafetyequipmentsafetyequipmentmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PatientSafetyEquipmentID,1,null,null,true
224,FireEvent,PersonInvolved,fireevent_personinvolved,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
225,FireEvent,PersonInvolvedAddress,fireevent_personinvolvedaddress,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
226,FireEvent,PersonInvolvedAddressStreetPrefixModValue,fireevent_personinvolvedaddressstreetprefixmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
227,FireEvent,PersonInvolvedAddressStreetSuffixModValue,fireevent_personinvolvedaddressstreetsuffixmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
228,FireEvent,PersonInvolvedAddressStreetTypeModValue,fireevent_personinvolvedaddressstreettypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
229,FireEvent,PersonInvolvedPersonTypeModValue,fireevent_personinvolvedpersontypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
230,FireEvent,PersonInvolvedPrimaryLanguageModValue,fireevent_personinvolvedprimarylanguagemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
231,FireEvent,PersonInvolvedSecondaryLanguageModValue,fireevent_personinvolvedsecondarylanguagemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
232,FireEvent,PersonInvolvedSuffixModValue,fireevent_personinvolvedsuffixmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
233,FireEvent,PersonInvolvedTitleModValue,fireevent_personinvolvedtitlemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
234,FireEvent,PersonInvolvedVehicle,fireevent_personinvolvedvehicle,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PersonInvolvedID,1,null,null,true
235,FireEvent,Property,fireevent_property,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
236,FireEvent,PropertyAcreageBurned,fireevent_propertyacreageburned,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
237,FireEvent,PropertyAcreageBurnedLessThanOneAcreBurnedModValue,fireevent_propertyacreageburnedlessthanoneacreburnedmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
238,FireEvent,PropertyBuildingInvolvedCountModValue,fireevent_propertybuildinginvolvedcountmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
239,FireEvent,PropertyIgnition,fireevent_propertyignition,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
240,FireEvent,PropertyIgnitionAreaOfFireOriginModValue,fireevent_propertyignitionareaoffireoriginmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
241,FireEvent,PropertyIgnitionCauseOfIgnitionModValue,fireevent_propertyignitioncauseofignitionmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
242,FireEvent,PropertyIgnitionEquipmentInvolved,fireevent_propertyignitionequipmentinvolved,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
243,FireEvent,PropertyIgnitionEquipmentInvolvedEquipmentInvolvedModValue,fireevent_propertyignitionequipmentinvolvedequipmentinvolvedmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
244,FireEvent,PropertyIgnitionEquipmentInvolvedPortabilityModValue,fireevent_propertyignitionequipmentinvolvedportabilitymodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
245,FireEvent,PropertyIgnitionEquipmentInvolvedPowerSourceModValue,fireevent_propertyignitionequipmentinvolvedpowersourcemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
246,FireEvent,PropertyIgnitionExposureReportModValue,fireevent_propertyignitionexposurereportmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
247,FireEvent,PropertyIgnitionFactor,fireevent_propertyignitionfactor,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PropertyIgnitionFactorID,1,null,null,true
248,FireEvent,PropertyIgnitionFactorIgnitionFactorModValue,fireevent_propertyignitionfactorignitionfactormodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PropertyIgnitionFactorID,1,null,null,true
249,FireEvent,PropertyIgnitionFireSpreadConfinedModValue,fireevent_propertyignitionfirespreadconfinedmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
250,FireEvent,PropertyIgnitionGenderModValue,fireevent_propertyignitiongendermodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
251,FireEvent,PropertyIgnitionHeatSourceModValue,fireevent_propertyignitionheatsourcemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
252,FireEvent,PropertyIgnitionHumanFactor,fireevent_propertyignitionhumanfactor,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PropertyIgnitionHumanFactorID,1,null,null,true
253,FireEvent,PropertyIgnitionHumanFactorHumanFactorModValue,fireevent_propertyignitionhumanfactorhumanfactormodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PropertyIgnitionHumanFactorID,1,null,null,true
254,FireEvent,PropertyIgnitionItemFirstIgnitedModValue,fireevent_propertyignitionitemfirstignitedmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
255,FireEvent,PropertyIgnitionMobileInvolved,fireevent_propertyignitionmobileinvolved,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
256,FireEvent,PropertyIgnitionMobileInvolvedCarStolenModValue,fireevent_propertyignitionmobileinvolvedcarstolenmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
257,FireEvent,PropertyIgnitionMobileInvolvedMakeModValue,fireevent_propertyignitionmobileinvolvedmakemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
258,FireEvent,PropertyIgnitionMobileInvolvedMobileInvolvedModValue,fireevent_propertyignitionmobileinvolvedmobileinvolvedmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
259,FireEvent,PropertyIgnitionMobileInvolvedTypeModValue,fireevent_propertyignitionmobileinvolvedtypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
260,FireEvent,PropertyIgnitionTypeOfMaterialModValue,fireevent_propertyignitiontypeofmaterialmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
261,FireEvent,PropertyOnSiteMaterial,fireevent_propertyonsitematerial,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PropertyOnSiteMaterialID,1,null,null,true
262,FireEvent,PropertyOnSiteMaterialMaterialModValue,fireevent_propertyonsitematerialmaterialmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PropertyOnSiteMaterialID,1,null,null,true
263,FireEvent,PropertyOnSiteMaterialMaterialStorageModValue,fireevent_propertyonsitematerialmaterialstoragemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PropertyOnSiteMaterialID,1,null,null,true
264,FireEvent,PropertySuppressionFactor,fireevent_propertysuppressionfactor,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PropertySuppressionFactorID,1,null,null,true
265,FireEvent,PropertySuppressionFactorModValue,fireevent_propertysuppressionfactormodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,PropertySuppressionFactorID,1,null,null,true
266,FireEvent,SalamanderDownloadLog,fireevent_salamanderdownloadlog,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,SalamanderDownloadLogID,1,null,null,true
267,FireEvent,Structure,fireevent_structure,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
268,FireEvent,StructureFire,fireevent_structurefire,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
269,FireEvent,StructureFireAutomaticExtinguishing,fireevent_structurefireautomaticextinguishing,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
270,FireEvent,StructureFireAutomaticExtinguishingFailureReasonModValue,fireevent_structurefireautomaticextinguishingfailurereasonmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
271,FireEvent,StructureFireAutomaticExtinguishingOperationModValue,fireevent_structurefireautomaticextinguishingoperationmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
272,FireEvent,StructureFireAutomaticExtinguishingPresenceModValue,fireevent_structurefireautomaticextinguishingpresencemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
273,FireEvent,StructureFireAutomaticExtinguishingTypeModValue,fireevent_structurefireautomaticextinguishingtypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
274,FireEvent,StructureFireDetector,fireevent_structurefiredetector,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
275,FireEvent,StructureFireDetectorEffectivenessModValue,fireevent_structurefiredetectoreffectivenessmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
276,FireEvent,StructureFireDetectorFailureReasonModValue,fireevent_structurefiredetectorfailurereasonmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
277,FireEvent,StructureFireDetectorOperationModValue,fireevent_structurefiredetectoroperationmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
278,FireEvent,StructureFireDetectorPowerSupplyModValue,fireevent_structurefiredetectorpowersupplymodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
279,FireEvent,StructureFireDetectorPresenceModValue,fireevent_structurefiredetectorpresencemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
280,FireEvent,StructureFireDetectorTypeModValue,fireevent_structurefiredetectortypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
281,FireEvent,StructureFireFlameSpreadItemModValue,fireevent_structurefireflamespreaditemmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
282,FireEvent,StructureFireFlameSpreadItemTypeModValue,fireevent_structurefireflamespreaditemtypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
283,FireEvent,StructureFireFlameSpreadModValue,fireevent_structurefireflamespreadmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
284,FireEvent,StructureFireOriginBelowGradeModValue,fireevent_structurefireoriginbelowgrademodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
285,FireEvent,StructureRoofCoveringModValue,fireevent_structureroofcoveringmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
286,FireEvent,StructureStatusModValue,fireevent_structurestatusmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
287,FireEvent,StructureTypeModValue,fireevent_structuretypemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
288,FireEvent,TransferDownloadLog,fireevent_transferdownloadlog,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,TransferDownloadLogID,1,null,null,true
289,FireEvent,TransferUploadLog,fireevent_transferuploadlog,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,TransferUploadLogID,1,null,null,true
290,FireEvent,Wildland,fireevent_wildland,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
291,FireEvent,WildlandBehavior,fireevent_wildlandbehavior,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
292,FireEvent,WildlandBehaviorAspectModValue,fireevent_wildlandbehavioraspectmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
293,FireEvent,WildlandBehaviorRelativePositionModValue,fireevent_wildlandbehaviorrelativepositionmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
294,FireEvent,WildlandBuildingIgnitedCountModValue,fireevent_wildlandbuildingignitedcountmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
295,FireEvent,WildlandBuildingThreatenedCountModValue,fireevent_wildlandbuildingthreatenedcountmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
296,FireEvent,WildlandEquipmentInvolvedModValue,fireevent_wildlandequipmentinvolvedmodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
297,FireEvent,WildlandFactor,fireevent_wildlandfactor,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,WildlandFactorID,1,null,null,true
298,FireEvent,WildlandFactorFactorModValue,fireevent_wildlandfactorfactormodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,WildlandFactorID,1,null,null,true
299,FireEvent,WildlandFireCauseModValue,fireevent_wildlandfirecausemodvalue,true,2026-08-12T13:23:30.979098Z,2026-08-12T13:23:30.979098Z,null,IncidentID,1,null,null,true
